MARRIED,GDLIN,OBRAT,BLACK,HISPAN,MALE,APPROVE,LOANPRC
1,1,25,0,0,.,1,0.6448276
1,1,33.7,0,0,1,1,0.8983051
0,1,38,0,0,1,1,0.6111111
0,1,32.9,0,0,1,1,0.9076923
0,1,32,0,0,1,1,0.7974684
0,1,7,0,0,1,1,0.5121951
0,1,36,0,0,1,0,0.8355263
1,1,26,0,0,1,1,0.8
0,1,24.7,0,0,1,1,0.7973568
0,1,48,1,0,1,1,0.5238096
0,1,27.7,0,0,1,1,0.8
1,1,37,0,0,1,1,0.8
0,1,31,0,0,0,1,0.6815287
0,1,36,0,0,1,1,0.8404256
0,1,34,0,0,1,1,0.8993576
1,0,34,0,0,1,0,0.8
0,1,24,0,0,0,1,0.8
1,1,38,0,0,1,1,0.8
1,1,34,0,1,1,1,0.896
1,1,24,0,0,1,1,0.6666667
1,1,27,0,0,1,1,0.7740113
0,1,39,0,0,1,1,0.8928571
0,1,51.8,1,0,1,0,0.8
1,1,32,1,0,1,1,0.6126296
1,1,34,0,0,1,1,0.5405405
0,1,32,1,0,0,1,0.7196262
1,1,78,0,0,1,0,0.9
1,0,41,0,0,1,1,0.9
1,1,34,0,0,1,1,0.7986111
1,1,37,0,0,1,1,0.948718
1,1,34,0,0,1,1,1
1,1,24,0,0,1,1,0.7333333
1,1,35,0,0,1,0,0.75
0,1,32,0,0,0,1,0.6848485
1,1,15.5,0,0,1,1,0.8
1,1,27,0,0,1,1,0.8438818
1,0,8,1,0,1,0,0.7826087
1,1,32,0,0,1,1,0.8
1,1,34.7,0,0,0,1,0.9007092
0,1,30,0,0,0,1,1
1,0,30,0,0,1,0,0.5
0,1,27,0,0,1,1,0.7545455
1,1,33,0,0,1,1,0.802139
1,1,35.5,0,0,1,1,0.5555556
1,1,36,0,0,1,1,0.5940594
0,1,32,0,0,0,1,0.7761194
1,1,33.6,0,0,1,1,0.7989131
1,1,35,0,0,1,1,0.8
0,1,36,0,0,1,1,0.9473684
1,1,14.6,0,0,1,1,0.7682119
1,1,24,0,0,1,1,0.5287009
1,1,38,0,0,1,1,0.934375
1,1,19,0,0,1,1,0.4888268
1,1,29.5,0,0,1,1,0.8974359
1,1,35.2,0,0,1,1,0.8
1,1,35,0,0,1,0,1.478261
0,1,25,0,0,1,1,0.8412699
1,1,25,0,0,1,1,0.6647059
1,1,34,0,0,1,0,0.7419355
1,1,36,0,0,1,1,0.8
0,1,36,0,0,1,1,0.7786885
1,1,39,1,0,1,1,0.9022557
1,1,32.3,0,0,1,1,0.75
1,1,23,0,0,1,1,0.5
.,1,33.6,0,0,1,1,0.9028571
0,1,39,0,0,1,1,0.9756098
1,1,29,0,0,1,1,0.5882353
1,1,27.6,0,0,.,1,0.7555556
1,1,32,0,0,1,1,0.9485638
1,1,37.1,0,0,1,1,0.899654
1,1,31,0,1,1,1,0.7246377
1,1,19,0,0,1,1,0.7972973
1,1,23,0,0,1,1,0.893617
0,1,35.6,0,0,.,1,0.6474397
0,1,28,0,0,1,1,0.9230769
0,1,18,0,0,0,0,0.9035088
1,1,49,0,0,1,1,0.5629139
1,1,28,0,0,1,1,0.6395349
1,1,29,0,0,1,1,0.6835443
0,1,37.8,0,0,1,1,0.8008075
0,1,42,1,0,0,1,0.8
1,1,46.8,1,0,1,1,0.8988764
1,1,32.4,0,0,1,1,0.8
0,1,26,0,0,0,1,0.9056604
1,1,39.1,1,0,1,1,0.8
0,1,24,0,0,1,1,0.2631579
1,1,41,0,1,1,1,0.8923077
1,1,23,0,0,1,1,0.9565217
1,1,38,0,0,1,1,0.5629139
0,0,38,0,0,1,0,0.8982036
1,1,43,0,0,1,0,0.6423174
1,1,31,0,0,1,1,0.5076142
0,1,42.2,0,0,0,1,0.7093023
1,0,37,0,0,1,0,0.8967742
0,1,36,1,0,0,1,0.8
1,1,47,0,0,1,1,0.3793103
1,1,33,0,1,1,1,0.8
0,1,35,1,0,1,1,0.7752809
1,1,37,0,0,1,0,1.3
0,1,31.5,0,0,0,1,0.8571429
1,1,31,0,0,1,1,0.75
0,1,25,0,0,0,1,0.6382979
1,1,12.6,0,0,1,1,0.2727273
0,1,36,0,0,0,1,1.473684
1,1,38.1,1,0,1,1,0.9032258
0,1,21,0,0,0,1,0.1454545
1,1,27.2,0,0,1,1,0.6666667
1,1,41,0,0,1,1,0.9387755
1,1,19,0,0,1,1,0.4117647
1,1,41,0,0,1,1,0.6470588
0,1,28,0,0,1,1,0.8857143
1,1,33,1,0,1,1,0.3396226
1,1,38,1,0,0,1,0.7972973
1,1,29,1,0,1,1,0.9219858
1,1,19,1,0,1,1,0.9
1,1,24,0,0,1,1,0.7987013
1,1,37.2,0,0,1,1,0.9020408
0,1,32,0,0,1,0,1
1,1,18,0,0,1,1,0.896
0,1,34,0,0,1,0,0.8035714
1,1,24,0,0,1,1,0.8
0,0,46,0,0,1,0,0.796
1,1,31,0,0,1,1,0.9520548
1,1,31.2,0,0,1,1,0.7611111
0,1,31,0,0,1,1,0.9259259
1,1,40,0,0,1,1,0.9222222
0,1,27,0,0,1,1,1
1,1,26.4,0,0,1,1,0.8
1,1,35.2,0,0,1,1,0.8978102
1,1,26,0,0,1,1,0.5625
1,1,37,0,0,1,1,0.90625
0,1,30,1,0,1,1,0.9090909
1,1,18.4,0,0,0,1,0.8032787
1,1,37.4,0,0,0,1,0.9491525
1,1,34.8,0,1,1,1,0.9003752
1,1,36,0,0,1,1,0.904
1,1,33,0,0,1,1,0.5510204
1,1,33.2,0,0,1,1,0.540458
1,1,24,0,1,.,1,0.7980769
1,0,34,1,0,1,0,0.9481132
0,1,47,0,0,0,0,0.6969697
1,1,31,0,0,1,1,0.6528497
1,1,26,0,0,1,1,0.9545454
1,1,35,0,0,1,1,0.8007968
0,1,28,0,0,1,1,0.738255
0,1,29,0,0,1,1,0.7172414
0,1,41.2,0,0,1,0,1.000676
1,1,41,0,1,1,1,0.9
0,0,32,0,0,1,0,0.8
1,1,32,0,0,1,1,0.8
0,1,83,0,0,0,1,0.7285714
1,1,28.9,0,0,1,1,0.8019093
0,1,19,0,0,1,1,0.7531645
0,0,20,0,0,1,0,0.7931035
1,1,44,0,1,1,1,0.8
1,1,20.1,1,0,1,1,0.875
1,1,55,0,0,1,1,0.5747126
1,0,33,1,0,1,0,0.8125
1,1,26.4,0,0,1,0,0.7966102
1,1,39,0,0,1,0,0.9473684
1,1,42.1,0,0,1,1,0.7716535
0,1,34,0,0,1,1,0.801282
1,1,31,1,0,0,1,0.952381
1,1,19.3,0,0,1,0,0.6770601
1,1,10,0,0,1,1,0.7142857
1,1,38.8,0,0,1,1,0.8073394
1,1,32.8,0,1,1,0,0.9511111
1,1,34,0,0,1,1,0.9202454
1,0,44,0,1,1,0,0.8
1,1,36,0,0,1,1,0.6
1,1,35.4,0,0,1,1,0.7916667
1,1,29.6,0,0,1,1,0.9016949
0,1,27,0,0,1,1,0.7403315
1,1,33,0,0,1,1,0.9084967
0,1,16,0,0,0,1,0.5166667
0,1,20,0,0,0,1,0.8010681
0,1,29,0,1,1,1,0.8
1,1,33,0,0,0,1,0.8
1,1,13,0,0,1,1,0.5
0,1,36,0,0,1,1,0.8988096
0,1,32,0,0,1,1,0.8
1,1,36.6,0,0,1,1,0.7978724
0,1,30.5,1,0,1,1,0.9975994
0,1,36.1,0,0,1,1,0.8785715
1,1,37,0,0,1,1,0.719697
1,1,37,1,0,1,0,0.7526316
1,666,35,0,0,1,1,0.7582939
0,1,43,0,0,0,0,0.8881579
0,1,30,0,0,0,1,0.6428571
0,1,36,0,0,1,1,0.7142857
0,1,31,0,0,1,1,0.8565574
1,1,36,0,0,1,1,0.8989899
0,1,27,0,0,0,1,0.3409091
1,1,29,0,0,1,1,0.7032258
1,1,28,0,1,1,1,0.7142857
1,1,17,0,0,1,1,0.3119266
0,1,31,0,0,1,1,0.7974684
1,1,29,0,0,1,1,0.5
1,1,34.2,0,0,1,1,0.7692308
1,1,29,0,1,1,1,0.8
1,1,29,0,0,1,1,0.376569
1,1,34.2,0,0,1,1,0.9
1,1,17.6,0,0,1,1,0.7752301
1,1,37,0,0,0,1,0.7506255
1,1,34.1,0,0,1,1,0.8998435
1,1,37,0,0,1,1,0.7982833
1,1,28.3,0,0,0,1,0.5959596
1,1,39,0,1,1,1,0.9
1,1,25.8,0,0,1,1,0.8
1,1,24,0,0,1,1,1.833333
0,0,30.3,1,0,1,0,0.9545454
1,1,33,0,0,1,1,0.8
1,1,26,0,0,0,1,0.9951846
0,1,37,0,0,1,1,0.8
0,0,32,0,0,1,0,0.9028571
0,1,29,0,0,0,1,0.7471265
0,1,32,0,0,0,1,0.85
1,1,29,0,0,1,1,0.9444444
1,1,39.5,0,0,1,1,0.7466667
1,1,40,0,1,1,1,1.114286
1,1,38,0,0,1,1,0.7211539
0,1,25,0,1,0,1,0.8709677
0,1,26,0,0,0,1,0.5555556
1,1,36,0,0,1,1,0.8
0,1,24,0,0,1,1,0.7984496
0,1,44,0,0,1,1,0.5
1,1,7,0,0,1,0,0.7798165
0,0,31.4,0,1,1,0,0.9521142
0,1,36,0,0,1,1,0.8018018
0,1,47,0,0,0,0,0.9
1,1,35,0,0,1,1,0.8
1,1,43.9,0,0,0,1,0.8017621
0,1,25.3,0,0,0,1,0.7
1,1,34.6,0,0,1,1,0.8
1,1,37,0,0,1,1,0.5813008
0,1,39,0,0,0,1,0.9055118
1,1,36,0,0,1,1,0.6591337
0,0,39.2,1,0,1,0,0.9022557
1,1,35.3,0,1,0,1,0.6666667
0,1,42,0,0,1,1,0.8311111
1,1,34.1,0,0,1,1,0.9025974
0,1,36,0,0,0,1,0.6486486
1,0,38.8,1,0,1,0,0.9007092
1,1,25,0,1,1,1,0.6710526
1,1,28,0,0,1,1,0.797619
1,1,38,0,0,1,1,1.289474
0,1,29,0,1,1,1,0.9047619
1,1,36,0,0,1,1,0.9246575
0,1,35,0,0,1,1,0.9
0,0,29.4,1,0,0,1,0.7944444
1,1,36.9,0,0,1,1,0.7945206
1,1,35.6,0,0,1,1,0.7962963
1,1,18,1,0,1,1,1.003521
1,1,33,0,0,1,1,0.4680851
1,0,28.7,1,0,0,0,0.7966102
0,1,20,0,0,1,1,1
1,1,39,0,0,1,1,0.8005115
1,1,30.8,0,0,1,1,0.8
1,1,30,0,0,0,1,0.5294118
0,1,37.8,0,0,0,1,0.8988096
0,1,31,0,0,1,1,0.7209302
1,1,28,0,0,1,1,0.76
0,1,35,0,0,1,1,1
1,1,32,0,0,0,0,0.9518072
1,1,31.7,0,0,1,1,0.9
0,1,32.8,0,0,0,1,0.8029197
1,1,43.1,0,0,1,1,0.6719368
1,1,30,1,0,1,0,0.904
1,0,41.3,0,1,1,0,1.094118
0,1,34,0,0,0,1,0.8016529
0,1,46.1,0,0,0,1,0.7982456
1,1,47,0,0,1,1,0.6510791
0,1,36,0,0,0,1,0.76
0,1,24.3,0,0,1,1,0.5867769
1,1,33,0,0,1,1,0.5227273
1,1,30,0,1,1,1,0.8
1,1,29,0,0,1,1,0.6363636
1,1,36,0,0,1,1,0.6310679
0,1,37,0,0,0,1,0.8516129
1,1,35,0,0,1,1,0.6745283
0,1,32,0,0,0,1,0.9
1,1,32.1,0,0,1,1,0.8
0,1,38,1,0,1,1,0.7865168
0,0,47,0,0,1,1,0.75
0,1,31.7,0,0,.,1,0.7486033
1,1,38.2,0,0,1,1,0.7991266
1,1,32.3,0,0,1,1,0.7477477
1,1,31,0,0,1,1,0.75
0,1,35,0,0,1,1,0.8604651
1,1,37,0,0,1,1,0.9014084
1,1,33,0,0,1,1,0.8989362
0,1,37,0,0,1,1,0.9021277
1,1,38,1,0,1,1,0.915493
0,1,35,0,0,0,1,0.8021978
0,1,38.9,0,0,1,0,0.6448598
0,1,37,0,0,1,1,0.93125
0,1,36,0,0,0,1,0.8
0,1,29,0,1,0,1,0.9
0,0,44,1,0,0,0,0.9043478
1,0,36,0,0,1,0,0.9482759
0,1,26.3,0,0,1,1,0.8
0,1,21,0,0,1,1,0.7894737
1,1,32,0,0,1,1,0.8809524
1,1,24,0,0,1,0,0.8988764
1,1,28.5,0,0,1,1,0.8163266
1,1,36,0,0,1,1,0.4705882
0,1,31,0,0,0,1,0.7
1,1,29,0,0,1,1,0.6764706
0,1,32.2,0,0,1,1,0.7928572
1,1,37,0,0,1,1,0.1493056
0,1,35,0,0,0,1,0.7466667
1,1,31,0,0,1,0,0.8972602
1,1,31,0,0,1,1,0.6857143
0,1,39.2,0,1,0,0,0.9558824
0,1,30,1,0,1,1,0.9478673
1,1,36,0,0,1,1,0.6494382
1,1,20,0,0,1,1,0.8545455
1,1,35,0,0,1,1,0.7
1,1,19.4,0,0,1,1,0.7934426
1,1,34,0,0,1,1,0.5833333
1,1,45.7,0,0,1,1,0.7566137
1,1,16.4,0,0,1,1,0.3240901
1,1,32,0,0,1,1,0.744186
1,1,8,0,0,1,1,0.7368421
1,1,18,0,0,1,1,0.3227031
1,1,35,0,0,1,1,0.7333333
1,1,24,0,0,1,1,0.7826087
1,1,33,0,0,0,1,0.9032258
1,1,48,0,0,1,0,0.8833333
1,1,30,0,0,1,1,0.8
1,1,37,0,0,1,1,0.801105
1,1,28.1,0,0,1,1,0.7268723
1,1,32,0,0,1,1,0.5641026
1,1,11.4,0,0,1,1,0.8031915
1,1,29,0,0,1,1,0.8
1,1,41,0,0,1,1,0.902439
1,1,33,0,0,1,1,0.2961276
1,1,51,0,0,1,1,0.8
0,1,34,0,0,1,1,0.9013158
1,1,33.4,0,0,1,1,0.8988764
1,1,38,0,0,1,1,0.8979592
1,1,35,0,0,1,1,0.9168361
0,1,20.6,0,0,1,1,0.5769231
0,1,34.5,0,0,1,1,0.9035088
0,1,33,0,0,1,1,0.6543779
0,1,38,1,0,.,1,0.7538462
1,1,26,0,0,0,1,0.9202127
0,1,34,0,0,0,1,0.6436782
0,1,30,0,0,1,1,0.9
1,1,19,0,0,1,1,0.3614458
1,1,34.3,0,1,1,1,0.9
1,1,35.2,0,0,1,1,0.6521739
0,1,50,1,0,1,1,0.9385475
1,1,32,0,0,1,1,0.6685714
1,1,57,0,0,1,0,0.8611111
1,1,38.1,0,0,1,1,0.7986111
0,1,27.6,1,0,0,1,1
1,1,37.5,0,0,1,1,0.8
1,1,38,0,0,1,1,0.6363636
0,1,24,0,0,0,1,0.8
1,1,39.9,0,0,1,1,0.3615385
1,1,13,0,0,1,1,0.703125
1,1,38.2,1,0,1,1,0.8
1,1,41,0,0,1,1,0.8
0,1,42,0,0,0,1,0.8
1,1,36.3,0,0,1,1,0.5400697
1,1,36.6,0,0,0,1,0.8
1,1,38,0,0,1,1,0.9192308
0,1,35,0,0,1,0,0.8
1,1,24.6,0,0,1,1,0.6976744
1,1,35,0,0,0,1,0.9013158
1,0,36.7,0,0,1,1,0.8
0,0,34,0,0,1,1,1
1,0,41.7,1,0,1,0,0.75
1,0,31,1,0,1,1,0.9014084
1,1,40.3,0,1,.,1,0.3939394
1,1,33.4,0,0,1,1,0.6
1,1,31,0,0,1,1,0.7739726
1,1,35.4,1,0,1,1,0.8228571
0,1,36,0,0,0,1,0.7846154
1,1,38.2,1,0,0,1,0.904
1,1,49,0,0,1,1,0.8
0,1,25,0,0,0,1,0.8026906
1,1,15.6,0,0,1,1,0.4980843
1,1,32.1,0,0,1,1,0.9452055
1,1,27,0,0,1,1,0.797546
1,1,32,0,0,1,1,0.7510204
0,1,30.8,1,0,1,1,0.8055556
1,1,36,0,0,1,1,0.8982301
1,1,36,0,0,1,1,0.8
1,1,34,0,0,0,0,0.6111111
0,1,33.8,0,0,0,1,0.9054054
0,1,38.9,1,0,0,1,0.9666666
1,1,35.8,0,0,1,1,0.7025641
1,0,31.4,0,0,1,1,0.9539749
0,1,22,0,0,0,1,0.9015151
1,1,21,0,0,1,1,0.75
1,1,29.7,0,0,.,1,0.9010239
0,1,28,0,0,0,1,0.6727273
1,1,31.7,0,0,1,1,0.608
1,1,34,1,0,1,0,0.7986111
0,1,39,0,0,1,1,0.9
0,1,33,0,0,1,1,0.6712329
1,0,36,0,0,1,0,0.8
0,1,31,1,0,1,1,0.8987342
1,1,27.8,0,0,1,1,0.3192182
1,1,39,0,0,1,1,0.8
1,1,19,0,0,1,1,0.6453901
0,1,38.4,0,0,1,1,0.9193549
1,1,17.8,0,0,1,1,0.6923077
1,1,20,0,0,1,1,0.7777778
1,1,43,0,0,1,1,0.8910891
1,1,30.3,0,0,1,1,0.516129
1,1,36,0,0,1,1,0.8333333
1,1,27.8,0,0,1,1,0.625
1,1,36.4,0,0,1,1,0.8
1,1,27,0,0,1,1,0.8
0,0,35.5,0,1,0,0,1.626263
0,1,28.8,0,0,0,1,0.6094421
1,1,38,1,0,1,0,0.9351351
0,1,35,0,0,0,0,0.7540984
1,1,26,0,0,0,1,0.7826087
0,1,32,0,1,0,1,0.9069768
1,1,31,0,0,1,1,0.752381
0,1,31.1,0,0,0,1,0.7317073
1,1,25,0,0,1,1,0.8
0,1,25.4,0,0,1,1,0.8823529
1,1,34,0,0,1,1,0.8978102
1,1,34.8,0,0,1,1,0.7957447
1,1,37,0,0,1,1,0.6493056
1,1,34.4,0,0,1,1,0.948718
0,1,27,0,0,1,1,0.8984771
1,1,31.3,0,0,1,1,0.5530974
1,1,35.9,0,0,1,1,0.8510638
1,0,32,1,0,1,0,0.95
1,1,34.7,0,0,1,1,0.5228216
1,1,25,0,0,1,1,0.8
0,1,22,0,0,1,1,0.8007279
1,1,38,0,0,1,1,0.9029851
1,1,35.9,1,0,1,1,0.8
1,1,39.9,0,0,1,1,0.4565217
1,1,40,0,0,1,1,0.8993056
1,1,28,0,0,1,1,0.8577982
1,1,57.7,0,0,1,1,0.8
0,1,36,0,0,1,1,0.8
1,1,28.2,0,0,1,1,0.5
1,0,28,0,0,0,0,0.6953642
1,1,45,0,0,0,1,0.7428572
0,1,39,0,0,0,1,0.8992248
0,1,23,0,0,1,1,0.8101266
1,1,38,0,0,1,1,0.4820513
0,1,28,0,0,0,1,0.7083333
1,1,40,0,0,1,1,0.9125
1,1,17,0,0,1,1,0.521327
0,1,31.9,0,0,1,1,0.8
1,1,37,0,1,1,0,0.6979167
0,1,30.6,0,0,0,1,0.64
1,1,25,0,0,1,1,0.8
1,1,34.5,0,1,0,1,0.601227
1,1,42,0,0,1,1,0.6545454
1,1,27.6,0,1,1,1,0.75
1,1,20,0,0,1,1,0.9
1,0,29.2,0,0,1,0,0.8928571
1,1,14,0,0,1,1,1
1,1,39,0,0,1,1,0.8
0,1,33,0,0,0,1,0.8019802
1,1,30.4,0,0,1,1,0.6666667
0,1,19.2,0,0,0,1,0.8970588
0,1,31.1,0,0,0,1,0.8026316
0,1,36,0,0,1,1,0.7246377
1,1,39,0,1,1,1,0.801282
0,1,30.1,0,0,0,1,0.3197674
0,0,48,0,0,1,0,0.8
1,1,38.9,1,0,1,1,0.8
1,1,29.3,0,0,1,1,0.8
1,1,32,0,0,0,1,0.8742857
1,1,69.2,0,0,1,1,0.7936508
1,1,31.5,1,0,1,1,0.9013158
1,1,35,0,0,1,1,0.8
1,1,20,0,0,1,1,0.7008086
0,1,30.4,0,0,1,1,0.6521739
1,1,35.1,0,0,1,1,0.9017544
1,1,19,0,0,1,1,0.8715596
1,1,29,0,0,1,1,1
0,1,36,0,0,1,1,0.8011364
0,1,28,0,0,1,1,0.7964072
1,1,37,0,0,1,1,0.7655503
1,1,36,0,0,1,1,0.9516129
1,1,45,0,0,1,1,0.5454546
1,1,39,0,0,1,1,0.8023256
1,1,27,0,0,1,1,0.7027993
0,1,39.4,0,0,1,1,0.744186
0,0,43,0,0,1,0,0.7515152
0,1,25,0,0,0,1,0.5882353
1,1,0,0,0,1,1,0.6294964
1,1,23,0,0,1,0,0.7450981
1,1,29.2,0,1,1,1,0.9021277
1,1,26.3,0,1,1,1,0.9
0,1,12,0,0,0,1,1
1,1,42.5,0,1,1,1,0.8
1,1,40,0,0,1,1,0.8050848
1,1,45,0,0,1,1,0.8031088
0,1,37,0,0,1,1,0.7132244
1,1,35.8,0,0,1,1,0.6875
0,1,28,0,0,0,1,0.7954546
1,1,29,0,0,1,1,0.7851239
1,1,22,1,0,1,1,0.8013937
1,1,17.5,0,0,1,1,0.7530982
1,1,36,0,0,1,1,0.5918368
0,0,42,0,0,1,0,0.8951613
0,1,31,0,0,0,1,0.953271
0,1,41,0,0,0,1,1.25
1,1,22,0,0,1,1,0.6476684
0,1,37.5,0,0,0,1,0.8029197
1,1,32.4,0,0,1,1,0.7692308
1,1,25,0,0,1,1,0.7407407
1,1,32,0,0,1,1,0.9557522
1,1,49,0,0,1,1,0.2037037
1,1,40,0,0,1,1,0.6401674
0,1,17.3,0,0,0,1,0.375
0,1,35,0,0,0,1,0.952
1,1,15,0,0,1,1,0.6779661
0,1,41,0,0,1,1,0.7236842
1,1,43,0,0,1,1,0.7514451
1,1,32.8,0,0,1,1,0.900474
0,1,27,0,0,1,1,0.8028169
0,1,14.4,0,0,1,1,0.8
1,1,37.4,0,0,1,1,0.5652174
0,1,35,0,0,1,1,0.7977528
1,1,35,0,0,1,1,0.6403941
1,1,39,0,0,1,1,0.8
1,1,14,0,0,1,1,1
1,1,34,0,0,1,1,0.4051282
0,1,40.5,0,0,1,1,0.8
1,666,26,0,0,1,1,1
0,1,37.6,0,0,0,1,0.8
1,1,34.9,0,0,1,1,0.2777778
1,1,36,0,0,1,1,0.6488889
0,1,25,0,0,1,1,0.7529412
0,1,30,0,0,0,1,0.5918368
1,1,27,0,0,1,0,0.8
0,1,30,0,0,1,1,1
1,1,39,0,0,1,1,0.9130435
0,1,36,0,0,1,1,0.9166667
1,1,28.7,0,0,1,1,0.9490446
1,1,35,0,0,1,1,0.692623
0,1,24.1,0,0,0,1,0.4
1,0,37,0,0,1,0,0.7962963
1,1,30,0,0,1,1,0.8
1,1,30.1,0,1,1,1,0.8
1,1,35,0,0,1,1,0.8
1,1,46.5,0,0,1,1,0.7311828
0,1,18,0,0,1,1,0.6962025
1,1,29,0,0,1,1,0.759804
1,1,24,0,0,1,1,0.7022472
0,1,33,0,0,0,1,0.8
0,1,26.6,0,0,0,1,0.7977528
0,1,30,0,0,0,0,0.8
0,1,37,1,0,0,1,0.9
0,1,26.6,0,0,1,1,0.5606061
0,0,31,0,0,0,0,0.7192308
0,1,40.1,1,0,0,1,0.8809524
0,1,39,0,0,1,1,0.9135802
0,1,30,0,0,1,1,0.7345679
1,1,30,0,0,1,1,0.9444444
0,1,35,1,0,1,1,0.9010989
1,1,30,0,0,1,1,0.6790124
1,1,28,0,0,1,1,0.8
1,1,25,0,0,1,1,0.7183099
1,1,40,1,0,1,1,0.904
1,1,33,0,0,1,1,0.904
1,1,35,0,0,1,1,0.8873239
0,1,35,0,0,1,1,0.5088435
1,1,33,0,0,1,1,0.9
1,1,36,0,0,1,1,0.8
0,1,40,0,0,1,1,0.5555556
1,1,38,0,0,1,1,0.75
0,1,40,0,0,1,1,0.6779661
1,1,24,0,0,1,1,0.7037037
1,1,33.6,0,0,1,1,0.8
1,1,20,0,0,1,1,0.4637097
0,0,63,1,0,0,0,0.7888889
0,1,24,1,0,0,1,0.8
0,1,37,0,0,1,1,0.8965517
1,1,30,0,0,1,1,1
1,1,31.6,1,0,1,1,0.8962264
1,1,31,0,1,1,1,0.9
0,1,30.9,0,0,0,1,0.9
0,1,36.2,0,0,1,1,0.9478261
1,1,38,0,0,1,1,0.8
1,0,32,0,0,1,0,0.7961783
0,0,48,1,0,0,0,0.8956522
1,0,31.6,0,0,1,0,0.8035714
1,1,30,0,0,1,1,0.8714285
0,1,30,0,0,1,1,0.6470588
1,1,28,0,0,1,1,0.8034188
1,1,35.3,0,0,1,1,0.7968265
1,1,33,1,0,1,1,0.4225807
0,1,12,0,0,1,1,0.6220096
0,1,29.6,0,0,0,1,0.5925926
0,1,49,0,1,1,1,0.7471265
0,1,25.3,0,0,1,1,0.6319019
0,1,39,0,0,1,0,0.7976879
1,1,23,0,0,1,1,0.5925926
0,1,29,0,0,0,1,0.8030303
0,1,35,1,0,0,0,0.9023256
1,1,32,0,0,1,1,0.9481481
0,1,36,0,1,1,1,0.8
1,1,36,0,0,1,1,0.9276316
0,1,35.2,0,0,0,1,0.8914729
1,1,24.2,0,0,1,1,0.1971831
0,1,37,0,0,1,1,0.8
1,1,37.3,0,0,1,1,0.8984375
1,1,29,0,0,1,1,0.9
0,1,38,1,0,0,1,0.6052632
1,1,37,0,0,0,1,0.8
1,1,32,0,0,1,1,0.752
1,1,36,0,1,1,1,0.7297297
0,1,33.1,0,0,0,1,0.7457627
1,0,50.5,0,0,1,0,0.6413502
0,0,42.5,1,0,1,0,0.9513513
1,0,18,1,0,1,0,0.8
0,1,22,0,0,0,1,0.7045454
1,1,38.1,0,0,1,1,0.32
0,1,23,0,0,0,1,0.9529412
0,0,34,1,0,0,0,0.8796992
1,1,24,0,0,1,1,0.5105263
0,1,32,0,0,1,1,1.105263
1,1,26.4,1,0,1,1,0.4471545
1,1,15,0,0,1,1,0.6891892
1,1,33,0,0,1,1,0.7328767
1,1,38,0,0,1,1,0.7992495
1,0,54,0,0,1,0,0.9561403
0,1,30.2,0,0,1,1,0.7951807
0,1,24,0,0,0,1,0.1101322
0,1,27.8,0,0,1,1,0.6
1,1,32,0,0,1,1,0.7801418
0,1,34.7,0,0,1,1,0.7241379
1,1,34,1,0,1,1,0.7833334
1,0,53.9,0,1,0,0,0.9493333
1,1,29,0,0,1,1,0.7248062
0,1,24,0,0,0,1,0.2739726
1,1,15,0,0,1,1,0.7453416
1,0,25,0,0,1,0,0.8974359
1,1,40,0,0,1,1,0.8769231
0,1,49,0,0,0,0,1
1,1,47,0,0,1,0,0.9018868
1,1,27,0,0,1,1,0.8014184
1,1,28,0,0,1,1,0.7894737
1,1,30.3,0,0,1,1,0.9032258
1,0,57.6,1,0,1,0,0.8992805
1,1,36,0,0,1,1,0.9517241
1,1,31.9,0,0,1,1,0.9517241
1,1,30.2,0,0,1,1,0.7843137
1,1,30.1,0,0,1,1,0.877193
0,1,33,0,0,0,1,0.8014184
0,1,35,0,0,0,1,0.8
1,1,37,0,0,1,1,0.8
0,1,29.9,0,0,0,1,0.7901235
1,0,40,1,0,1,1,0.8982036
1,1,34,0,0,1,1,0.7241379
0,0,30,1,0,0,0,0.7692308
1,1,34,0,0,1,1,0.5263158
1,1,31,0,1,1,1,0.8581081
1,1,26,0,0,1,1,0.7984496
1,1,32,0,0,1,1,0.625
1,0,18,0,0,1,0,0.7857143
1,1,36,0,0,1,1,0.7567568
1,1,41,0,0,1,1,0.8
1,1,25,0,1,1,1,1
1,1,36,1,0,1,1,0.8013245
0,1,25,1,0,0,1,0.8019802
1,1,30.9,0,0,1,1,0.8012048
1,1,38,0,0,1,1,0.5918368
0,1,29.7,0,0,1,1,0.6315789
1,1,21,0,0,1,1,0.5555556
1,1,33,0,0,1,1,0.852071
0,1,27.5,0,0,0,1,0.9
1,1,38,0,0,1,1,0.8
1,1,23,0,0,1,1,0.8
0,1,26.4,0,0,1,1,0.4
0,1,34,0,0,0,1,0.2727273
1,1,27,0,0,1,1,0.8
0,0,18,0,0,1,0,1
1,1,21,0,0,1,1,0.2892562
0,1,35.5,0,0,0,1,0.6896552
1,1,38,0,0,0,1,0.8
1,0,44,1,0,1,0,0.8987342
0,1,31,0,0,1,1,0.8070176
1,1,24.6,0,0,1,1,0.3211009
0,1,36.5,0,0,1,1,1
1,1,36,0,0,1,1,0.7988827
1,1,22,0,0,1,1,0.6174496
0,1,33,0,0,0,1,1
0,1,29,0,0,1,1,0.3333333
1,1,28,0,0,1,1,0.849162
1,1,27,0,0,1,1,0.9509804
.,1,13,0,0,0,1,1.172414
1,1,31.2,0,0,1,1,0.6315789
